sensor_index,last_modified,date_created,last_seen,location_type,rssi,uptime,latency,altitude,NAME,geometry,
142882,1697124570,1642452093,1708525135,1,-45,190.3,315,2562,"Tucson, AZ",c(-110.87708, 32.2175)
142894,1664069666,1642452228,1708525220,1,-42,88.83,251,173,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.62223, 45.45292)
142892,1663284217,1642452173,1708525186,1,-61,344.88,239,3771,"Bend, OR",c(-121.352234, 44.053658)
142930,1659384296,1642539885,1708525198,0,-88,101.9,238,1872,"Spokane-Spokane Valley, WA",c(-117.425476, 47.659416)
142950,1645747914,1642611961,1708525155,0,-62,355.92,249,4549,"Provo-Orem-Lehi, UT",c(-111.72122, 40.27438)
142964,1663285990,1642633968,1708525123,0,-65,393.32,254,177,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.81551, 37.24974)
142970,1663030526,1642634213,1708525138,1,-54,621.05,326,6329,"Sacramento-Roseville-Folsom, CA",c(-120.02513, 39.242313)
142968,1665188467,1642634207,1708525194,1,-65,514.4,523,455,"San Francisco-Oakland-Fremont, CA",c(-122.24033, 37.85685)
142978,1663369342,1642634814,1708525188,1,-63,252.63,296,6340,"Sacramento-Roseville-Folsom, CA",c(-120.00495, 38.86767)
142990,1663204530,1642634900,1708525128,1,-54,223.43,213,98,"San Francisco-Oakland-Fremont, CA",c(-122.25693, 37.83013)
142988,1663437531,1642634876,1708525151,1,-65,118.65,253,425,"Eugene-Springfield, OR",c(-123.06737, 44.066418)
142996,1684293254,1642635179,1708525137,1,-41,363.58,310,3664,"Sacramento-Roseville-Folsom, CA",c(-120.59099, 38.722744)
143004,1663373315,1642636948,1708525120,1,-46,789.52,332,6360,"Reno, NV",c(-119.9327, 39.239723)
143018,1665093615,1642637310,1708525040,1,-55,324.97,187,926,"Seattle-Tacoma-Bellevue, WA",c(-121.362434, 47.70957)
143020,1664578518,1642637870,1708525101,1,-58,36.03,288,5928,"Sacramento-Roseville-Folsom, CA",c(-120.11483, 39.292686)
143028,1686197755,1642638095,1708525103,1,-66,43.67,252,6996,"Sacramento-Roseville-Folsom, CA",c(-120.38144, 39.31006)
143040,1663428726,1642713907,1708525173,1,-56,572.02,242,160,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.627335, 45.452984)
143074,1646963957,1642791896,1708525150,0,-63,294.38,488,804,"Riverside-San Bernardino-Ontario, CA",c(-117.4188, 33.99776)
143090,1646963931,1642792287,1708525216,0,-65,515.47,323,804,"Riverside-San Bernardino-Ontario, CA",c(-117.4188, 33.99776)
143088,1646963844,1642792218,1708525150,0,-66,294.38,493,804,"Riverside-San Bernardino-Ontario, CA",c(-117.4188, 33.99776)
143108,1646963894,1642792983,1708525219,0,-62,294.33,356,804,"Riverside-San Bernardino-Ontario, CA",c(-117.4188, 33.99776)
143210,1643044068,1643041955,1708525182,1,-59,421.98,216,5598,"Denver-Aurora-Centennial, CO",c(-105.18022, 39.789104)
143258,1643558727,1643058773,1708525218,0,-81,464.92,2170,815,"San Antonio-New Braunfels, TX",c(-98.484924, 29.464113)
143312,1663007438,1643060980,1708525210,1,-67,662.4,282,346,"Sacramento-Roseville-Folsom, CA",c(-121.184235, 38.731503)
143316,1662859925,1643060998,1708525133,1,-64,365.55,255,451,"Salinas, CA",c(-121.91911, 36.60479)
143402,1696177772,1643141307,1708525149,0,-67,821.68,272,5195,"Boulder, CO",c(-105.08469, 39.983948)
143466,1646530839,1643221008,1708525219,1,-68,15.87,303,6079,"Ogden, UT",c(-111.64703, 41.31302)
143530,1650755784,1643238564,1708525184,0,-79,710.9,319,7378,"Santa Fe, NM",c(-105.84184, 35.56752)
143532,1659563033,1643238571,1708525173,1,-39,1049.95,221,2036,"Spokane-Spokane Valley, WA",c(-117.44229, 47.70033)
143560,1662420255,1643239955,1708525212,1,-60,391.67,522,172,"San Francisco-Oakland-Fremont, CA",c(-122.581635, 38.032192)
143584,1663130625,1643240118,1708525142,1,-59,696.13,327,1420,"Sacramento-Roseville-Folsom, CA",c(-120.96754, 38.686886)
143614,1655586912,1643325632,1708525191,0,-85,117.15,619,736,"Eugene-Springfield, OR",c(-123.14325, 43.97633)
143612,1655349588,1643325512,1708525203,0,-45,1151.55,323,2734,"Boise City, ID",c(-116.17658, 43.582558)
143618,1659563215,1643325757,1708525193,0,-75,853.73,233,2038,"Spokane-Spokane Valley, WA",c(-117.4419, 47.700546)
143686,1658110774,1643326797,1708525158,1,-64,237.55,1007,2754,"Boise City, ID",c(-116.287384, 43.542534)
143692,1655349583,1643327943,1708525173,1,-48,1045.3,337,2699,"Boise City, ID",c(-116.193794, 43.608685)
143738,1651714511,1643409165,1708525151,0,-67,137.62,372,4763,"Las Cruces, NM",c(-106.63042, 32.29558)
143786,1662864646,1643662637,1708525113,1,-51,385.45,236,150,"San Francisco-Oakland-Fremont, CA",c(-122.40516, 37.68134)
143824,1662845674,1643666153,1708525173,1,-53,123.48,559,2338,"Spokane-Spokane Valley, WA",c(-117.36885, 47.63299)
143834,1705211885,1643666192,1708525141,1,-61,342,178,189,"Los Angeles-Long Beach-Anaheim, CA",c(-118.28048, 34.02302)
143842,1657567147,1643666209,1708525171,1,-62,225.83,373,1946,"Los Angeles-Long Beach-Anaheim, CA",c(-118.24785, 34.241364)
143846,1657730889,1643666215,1708525213,1,-57,268.87,276,11,"San Francisco-Oakland-Fremont, CA",c(-122.49337, 37.96129)
143854,1658511624,1643666241,1708525110,1,-64,7.17,290,6265,"Sacramento-Roseville-Folsom, CA",c(-120.15839, 39.13324)
143870,1694036718,1643672724,1708525151,1,-46,282.3,313,2992,"Bend, OR",c(-121.192184, 44.27192)
143868,1662833983,1643672724,1708525132,1,-62,209.7,472,2818,"Spokane-Spokane Valley, WA",c(-117.15592, 47.858196)
143876,1662664277,1643673205,1708525152,1,-32,350.55,277,111,"Santa Rosa-Petaluma, CA",c(-122.47327, 38.2996)
143882,1662745410,1643673584,1708525103,1,-59,125.02,264,697,"San Francisco-Oakland-Fremont, CA",c(-122.160095, 37.878902)
143884,1666205160,1643673703,1708525133,1,-75,19.83,920,985,"Los Angeles-Long Beach-Anaheim, CA",c(-118.59766, 34.15676)
143900,1662685023,1643674303,1708525104,1,-60,339.48,648,221,"Salem, OR",c(-122.944336, 44.942047)
144032,1655339195,1643839434,1708525122,0,-65,663.45,212,575,"Dallas-Fort Worth-Arlington, TX",c(-96.68724, 32.861404)
144040,1643994966,1643842592,1708525217,1,-57,237.22,253,5509,"Boulder, CO",c(-105.15547, 39.975166)
144334,1691526978,1644355883,1708525157,1,-62,184.42,330,1311,"Phoenix-Mesa-Chandler, AZ",c(-111.7258, 33.39999)
144468,1664982726,1644450047,1708525221,0,-74,72,201,423,"Dallas-Fort Worth-Arlington, TX",c(-96.801384, 32.77853)
144494,1644690140,1644609091,1708525178,0,-74,269.25,261,633,"San Francisco-Oakland-Fremont, CA",c(-122.18356, 37.883797)
144526,1652482855,1644873773,1708525173,0,-75,459.17,585,6589,"Colorado Springs, CO",c(-104.85022, 38.930008)
144618,1665529965,1645124522,1708488491,0,-68,12.13,375,505,"San Francisco-Oakland-Fremont, CA",c(-122.26095, 37.8816)
144620,1645982656,1645124528,1708525175,0,-59,312.72,266,5525,"Boulder, CO",c(-105.17291, 39.953613)
144654,1650869938,1645571115,1708525122,0,-83,4.1,231,377,"San Francisco-Oakland-Fremont, CA",c(-122.44539, 37.640972)
144652,1650869534,1645571110,1708525142,1,-68,4.1,467,382,"San Francisco-Oakland-Fremont, CA",c(-122.44574, 37.64083)
144692,1692551094,1646429572,1708525153,1,-48,292.43,214,296,"Seattle-Tacoma-Bellevue, WA",c(-122.385155, 47.6892)
144698,1653711906,1646429849,1708525209,1,-67,467.43,255,198,"San Francisco-Oakland-Fremont, CA",c(-122.51365, 38.112453)
144696,1652411060,1646429761,1708525185,1,-45,628.88,250,5466,"Boulder, CO",c(-105.15086, 39.974983)
144738,1653578869,1646436884,1708525187,0,-65,164.58,250,358,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.97713, 37.229755)
144754,1649617164,1646694593,1708525162,0,-65,151.65,280,5488,"Boulder, CO",c(-105.15896, 39.97135)
144822,1678826866,1646779916,1708525187,0,-65,770.02,226,81,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.403625, 45.542217)
144824,1659546745,1646779930,1708525180,0,-69,811.4,272,128,"San Francisco-Oakland-Fremont, CA",c(-122.47552, 37.723965)
144842,1671570980,1646779977,1708525181,0,-82,1137.75,217,45,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.67967, 45.522007)
144878,1699294629,1646849397,1708525184,1,-55,627.15,225,32,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.141235, 37.42632)
145020,1669655719,1646953821,1708525169,0,-81,861.72,2258,33,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.67686, 45.527786)
145040,1672850178,1646954158,1708525121,0,-77,323.43,1961,264,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.46552, 45.511353)
145108,1650034300,1647271306,1708525217,1,-53,380.6,2092,424,"San Francisco-Oakland-Fremont, CA",c(-122.433495, 37.622692)
145180,1650594914,1647374313,1708525203,1,-57,18.23,215,94,"Los Angeles-Long Beach-Anaheim, CA",c(-118.354706, 33.859554)
145184,1647571880,1647375183,1708525149,0,-53,141.97,665,66,"Olympia-Lacey-Tumwater, WA",c(-122.895584, 47.142326)
145192,1648773309,1647457183,1708525173,1,-58,319.63,238,42,"Santa Cruz-Watsonville, CA",c(-122.04573, 36.95133)
145196,1652480119,1647460331,1708525193,0,-73,877.95,274,148,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.7323, 45.398823)
145324,1670356842,1647543387,1708525168,0,-80,815.77,2048,26,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.54403, 45.563625)
145352,1671570578,1647545012,1708525146,0,-82,499.87,333,63,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.66014, 45.51236)
145436,1653522068,1647892992,1708525112,0,-77,163.88,244,202,"Hanford-Corcoran, CA",c(-119.790794, 36.2582)
145458,1652647919,1647901575,1708525215,0,-75,1123.38,381,1916,"Bismarck, ND",c(-100.785034, 46.902172)
145524,1691550696,1647968216,1708525104,0,-75,221.48,695,3334,"Odessa, TX",c(-102.76984, 31.96564)
145598,1655477040,1648051942,1708525205,0,-75,1054.43,321,9315,"Colorado Springs, CO",c(-105.02173, 39.001465)
145688,1648232800,1648232475,1708525103,1,-58,173.58,273,119,"Sacramento-Roseville-Folsom, CA",c(-121.24515, 38.624508)
145836,1655401518,1648501834,1708525172,0,-62,423.05,286,5367,"Boulder, CO",c(-105.28581, 40.015156)
145848,1655399664,1648501941,1708525145,0,-86,130.8,366,5375,"Boulder, CO",c(-105.2859, 40.01551)
145924,1648605371,1648514825,1708525192,0,-81,171.85,260,328,"San Francisco-Oakland-Fremont, CA",c(-121.90754, 37.49703)
146014,1650131305,1648580581,1708525134,0,-59,0.07,232,73,"Los Angeles-Long Beach-Anaheim, CA",c(-118.31842, 33.825176)
146130,1708110244,1648590793,1708525210,0,-93,115.27,225,24,"Stockton-Lodi, CA",c(-121.249626, 37.932377)
146152,1693245788,1648593663,1708525149,0,-67,109.63,259,464,"Eugene-Springfield, OR",c(-123.01203, 44.04629)
146162,1649866310,1648655962,1708525112,0,-62,831.27,432,1123,"Eugene-Springfield, OR",c(-122.4812, 43.74394)
146330,1685308811,1648763897,1708525196,1,-54,249.9,2835,4642,"Provo-Orem-Lehi, UT",c(-111.658646, 40.07513)
146346,1695506482,1648764198,1708525217,1,-79,1099.32,228,220,"San Francisco-Oakland-Fremont, CA",c(-122.22721, 37.79613)
146348,1648832532,1648825020,1708525142,0,-71,12.43,425,546,"San Francisco-Oakland-Fremont, CA",c(-122.30241, 37.503647)
146374,1695508121,1648849510,1708525194,0,-63,403.68,282,358,"Los Angeles-Long Beach-Anaheim, CA",c(-117.72531, 33.490475)
146388,1665432652,1648850406,1708525105,1,-56,782.18,449,274,"Seattle-Tacoma-Bellevue, WA",c(-122.33261, 47.6998)
146400,1655399617,1648850960,1708525182,0,-65,423.05,305,5372,"Boulder, CO",c(-105.28627, 40.015305)
146408,1652327059,1649101471,1708525161,0,-77,806.63,410,5092,"Fort Collins-Loveland, CO",c(-105.085556, 40.453785)
146412,1649878095,1649101474,1708525188,0,-76,22.1,4675,4958,"Fort Collins-Loveland, CO",c(-105.062386, 40.59514)
146420,1696013617,1649101483,1708525189,0,-66,156.22,251,5431,"Fort Collins-Loveland, CO",c(-105.22726, 40.372993)
146492,1656112406,1649113156,1708525128,0,-78,373.93,234,5541,"Denver-Aurora-Centennial, CO",c(-104.940315, 39.614254)
146498,1649866335,1649113167,1708525117,0,-68,831.28,421,1124,"Eugene-Springfield, OR",c(-122.480576, 43.74399)
146502,1649866160,1649113281,1708525105,0,-66,110.1,259,463,"Eugene-Springfield, OR",c(-123.01218, 44.046112)
146506,1662666113,1649113401,1708525180,0,-71,286.1,224,505,"Kennewick-Richland, WA",c(-119.17223, 46.267227)
146510,1656256995,1649113404,1708525177,0,-57,513.95,619,5492,"Boulder, CO",c(-105.14728, 39.980633)
146508,1649557779,1649113402,1708525169,0,-54,3.58,448,10,"San Francisco-Oakland-Fremont, CA",c(-122.307785, 37.554897)
146550,1658189368,1649189027,1708525111,0,-73,837.18,642,1517,"Medford, OR",c(-122.80676, 42.27781)
146570,1696367240,1649275397,1708525153,1,-79,3.87,265,44,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.12669, 37.415627)
146592,1695236803,1649363213,1708525211,0,-37,185.68,396,68,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.89503, 37.3485)
146600,1662944007,1649363289,1708525113,0,-66,367.37,244,89,"Seattle-Tacoma-Bellevue, WA",c(-122.08796, 47.5635)
146662,1653417464,1649445015,1708525141,0,-70,786.43,292,59,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.643776, 45.434753)
146670,1663781142,1649689936,1708525199,1,-83,990.72,356,125,"Seattle-Tacoma-Bellevue, WA",c(-122.343056, 47.616203)
146668,1663781204,1649689933,1708525106,0,-86,102.78,245,122,"Seattle-Tacoma-Bellevue, WA",c(-122.34279, 47.616413)
146680,1655787142,1649695925,1708525187,0,-58,399.03,274,280,"Visalia, CA",c(-119.3184, 36.19898)
146690,1650312062,1649785182,1708525186,0,-48,158.85,261,103,"Santa Rosa-Petaluma, CA",c(-122.74844, 38.397717)
146688,1669662473,1649708517,1708525142,0,-60,55.83,266,167,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.6506, 45.546604)
146708,1656362165,1649869357,1708525158,0,-60,354.65,267,412,"Sacramento-Roseville-Folsom, CA",c(-121.19045, 38.82451)
146732,1678977855,1649869554,1708525146,1,-65,77,279,136,"Los Angeles-Long Beach-Anaheim, CA",c(-117.88841, 33.788685)
146742,1656439198,1649869736,1708525149,0,-61,368.43,261,487,"Sacramento-Roseville-Folsom, CA",c(-121.1708, 38.789604)
146752,1655127853,1649869889,1708525173,0,-61,21.65,414,140,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.04724, 37.37052)
146780,1704132930,1649883796,1708525158,0,-90,131.48,302,1510,"Phoenix-Mesa-Chandler, AZ",c(-111.9617, 33.646183)
146788,1656435558,1649883872,1708525210,0,-84,357.87,274,530,"Sacramento-Roseville-Folsom, CA",c(-121.17546, 38.855167)
146792,1680045991,1649886163,1708525172,1,-43,226.18,299,847,"Los Angeles-Long Beach-Anaheim, CA",c(-117.641785, 33.656967)
146816,1653949289,1649952581,1708525219,0,-61,82.67,748,124,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.929115, 37.32004)
146842,1687990919,1649954585,1708525166,0,-55,364.62,300,6598,"Boulder, CO",c(-105.317345, 40.053272)
146858,1656107398,1649954820,1708525193,0,-66,572.97,364,2023,"Las Vegas-Henderson-North Las Vegas, NV",c(-115.02128, 36.28094)
146868,1652820904,1649954892,1708525138,0,-57,365.1,297,5876,"Denver-Aurora-Centennial, CO",c(-104.95127, 39.538757)
146872,1660587572,1649954918,1708525109,0,-68,407.37,242,105,"Vallejo, CA",c(-122.23362, 38.13848)
146882,1651635554,1649963026,1708525189,0,-53,469.68,252,314,"San Luis Obispo-Paso Robles, CA",c(-120.70959, 35.264194)
146886,1651348066,1649963049,1708525190,0,-61,251.52,271,1484,"Phoenix-Mesa-Chandler, AZ",c(-111.96725, 33.638252)
146906,1651841690,1649967201,1708525219,0,-67,310.3,1384,5478,"Prescott Valley-Prescott, AZ",c(-112.21854, 34.682777)
146910,1660585166,1649967239,1708525217,0,-85,1044.4,982,98,"Vallejo, CA",c(-122.2322, 38.1373)
146926,1650345930,1650313338,1708525193,1,-31,174.03,228,5485,"Denver-Aurora-Centennial, CO",c(-105.11701, 39.920776)
146958,1691372983,1650560327,1708525175,0,-62,407.37,252,118,"Vallejo, CA",c(-122.237236, 38.14015)
147016,1654979564,1651260111,1708525217,0,-58,1181.7,392,126,"Los Angeles-Long Beach-Anaheim, CA",c(-118.32142, 34.001595)
147038,1652500030,1651526820,1708525191,0,-68,297.43,269,635,"Dallas-Fort Worth-Arlington, TX",c(-96.80816, 33.00878)
147082,1657482883,1651691600,1708525207,1,-34,3.77,259,39,"San Francisco-Oakland-Fremont, CA",c(-122.24241, 37.476547)
147114,1679351428,1651763577,1708525111,0,-69,1141.98,251,4640,"Grand Junction, CO",c(-108.633675, 39.08782)
147130,1658774019,1651768456,1708430670,0,-88,0.57,2860,339,"Los Angeles-Long Beach-Anaheim, CA",c(-118.20405, 34.0447)
147138,1654662191,1651858769,1708525142,0,-49,326.62,240,59,"San Francisco-Oakland-Fremont, CA",c(-122.51424, 37.525963)
147150,1654381618,1651869913,1708525108,1,-74,304.78,280,5461,"Boulder, CO",c(-105.271706, 40.230526)
147182,1654294761,1652113861,1708525194,0,-62,384.58,416,26,"Sacramento-Roseville-Folsom, CA",c(-121.47181, 38.582436)
147180,1654227394,1652113856,1708525212,0,-56,1071.4,227,32,"Santa Rosa-Petaluma, CA",c(-122.62833, 38.226658)
147186,1653847728,1652113884,1708525173,0,-59,121.23,323,5272,"Denver-Aurora-Centennial, CO",c(-105.024315, 39.953033)
147184,1654736764,1652113868,1708525214,0,-65,143.75,313,29,"San Francisco-Oakland-Fremont, CA",c(-122.2925, 37.85002)
147188,1703129159,1652121147,1708525157,1,-51,301.55,249,592,"San Francisco-Oakland-Fremont, CA",c(-121.95025, 37.703045)
147206,1654486181,1652142080,1708525197,1,-56,465.15,262,6013,"Denver-Aurora-Centennial, CO",c(-104.82165, 39.515327)
147204,1663254300,1652141549,1708525149,1,-47,3.87,243,220,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.11534, 37.373142)
147208,1654642084,1652142082,1708525186,0,-49,406.22,270,6007,"Denver-Aurora-Centennial, CO",c(-104.82186, 39.51571)
147216,1695230061,1652210720,1708525107,1,-72,190.55,224,517,"San Francisco-Oakland-Fremont, CA",c(-122.273254, 37.897427)
147226,1654377220,1652223043,1708525144,0,-73,1101.87,313,1993,"Medford, OR",c(-123.0402, 42.394585)
147234,1655771993,1652223068,1708525147,0,-42,1004.25,319,1347,"San Diego-Chula Vista-Carlsbad, CA",c(-117.02521, 33.214417)
147246,1700186307,1652283386,1708525125,0,-47,734.48,460,269,"Seattle-Tacoma-Bellevue, WA",c(-122.307945, 47.49948)
147244,1656697324,1652283382,1708525141,0,-66,255.27,264,1835,"San Diego-Chula Vista-Carlsbad, CA",c(-116.992836, 33.26026)
147254,1655747166,1652283423,1708525196,0,-56,609.07,303,1464,"San Diego-Chula Vista-Carlsbad, CA",c(-117.005585, 33.23929)
147260,1706743308,1652307349,1708525142,1,-58,135.15,232,36,"Sacramento-Roseville-Folsom, CA",c(-121.4517, 38.604454)
147286,1677364905,1652309528,1708525105,0,-77,5.3,451,25,"Sacramento-Roseville-Folsom, CA",c(-121.470055, 38.6089)
147284,1656459719,1652308339,1708525147,0,-43,425.02,473,1820,"San Diego-Chula Vista-Carlsbad, CA",c(-116.96868, 33.198776)
147298,1688054737,1652310694,1708525132,0,-48,387.45,406,36,"Sacramento-Roseville-Folsom, CA",c(-121.43543, 38.549057)
147296,1701281939,1652310691,1708525158,0,-70,392.08,251,42,"Sacramento-Roseville-Folsom, CA",c(-121.44532, 38.63616)
147306,1678323983,1652310709,1708525145,0,-65,903.83,416,25,"Sacramento-Roseville-Folsom, CA",c(-121.47, 38.53361)
147314,1691875761,1652375103,1708525203,0,-55,1046.52,209,1607,"San Diego-Chula Vista-Carlsbad, CA",c(-117.02716, 33.259537)
147312,1689117895,1652375099,1708525202,0,-57,282.58,446,16,"Sacramento-Roseville-Folsom, CA",c(-121.51864, 38.52332)
147318,1655481347,1652375113,1708525133,0,-65,1081.2,204,1334,"San Diego-Chula Vista-Carlsbad, CA",c(-117.0308, 33.2313)
147322,1677873669,1652377307,1708525178,0,-73,394.4,1982,15,"Sacramento-Roseville-Folsom, CA",c(-121.48568, 38.489433)
147330,1665693470,1652377327,1708455979,0,-91,0.25,472,41,"Sacramento-Roseville-Folsom, CA",c(-121.4471, 38.66357)
147346,1661202557,1652377456,1708525168,1,-64,354.15,183,1278,"Los Angeles-Long Beach-Anaheim, CA",c(-117.712776, 34.10606)
147364,1662068295,1652377497,1708525038,1,-54,141.55,202,458,"Los Angeles-Long Beach-Anaheim, CA",c(-118.28503, 34.15706)
147390,1653685660,1652377637,1708525106,0,-64,650.1,278,6030,"Albuquerque, NM",c(-106.4513, 35.299706)
147422,1656433241,1652383284,1708525150,0,-85,547.05,251,1511,"San Diego-Chula Vista-Carlsbad, CA",c(-117.03953, 33.276943)
147426,1657304416,1652383290,1708525104,0,-65,531.72,468,1659,"San Diego-Chula Vista-Carlsbad, CA",c(-116.98637, 33.250664)
147456,1686496122,1652390558,1708525197,0,-55,376.78,274,5433,"Boulder, CO",c(-105.14372, 39.97809)
147496,1656459498,1652459449,1708525201,0,-73,738.75,287,1669,"San Diego-Chula Vista-Carlsbad, CA",c(-116.98685, 33.28691)
147502,1654381141,1652459464,1708525218,0,-58,304.8,309,5461,"Boulder, CO",c(-105.271706, 40.230526)
147591,1702329539,1652820090,1708525125,0,-72,683.12,489,4993,"Fort Collins-Loveland, CO",c(-105.08369, 40.562508)
147595,1654469904,1652827219,1708525205,0,-56,650.78,555,14,"San Francisco-Oakland-Fremont, CA",c(-122.28103, 37.778694)
147669,1677875503,1652985877,1708525157,0,-48,368.62,275,605,"Sacramento-Roseville-Folsom, CA",c(-121.11425, 38.80549)
147683,1662336246,1652985914,1708525192,1,-68,123.78,238,226,"San Francisco-Oakland-Fremont, CA",c(-122.22508, 37.803146)
147681,1654700580,1652985907,1708525110,0,-62,619.38,233,266,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.11741, 37.365635)
147689,1656188824,1652985925,1708525138,1,-61,33.47,306,34,"Sacramento-Roseville-Folsom, CA",c(-121.69085, 38.54055)
147779,1653871632,1653505705,1708525174,0,-57,107.4,263,303,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.96749, 37.24408)
147781,1662748346,1653505769,1708525170,0,-62,802.32,238,296,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.62013, 45.666214)
147785,1659758681,1653505843,1708525121,1,-41,36.13,541,5492,"Boulder, CO",c(-105.14735, 39.98059)
147827,1654196120,1653582955,1708525121,0,-57,110.7,275,47,"Sacramento-Roseville-Folsom, CA",c(-121.718155, 38.560574)
147831,1655681348,1653583192,1708507724,1,-43,180.25,215,85,"San Francisco-Oakland-Fremont, CA",c(-122.403404, 37.763466)
147833,1656022619,1653583865,1708525207,0,-56,368.32,298,367,"Sacramento-Roseville-Folsom, CA",c(-121.202354, 38.830666)
147889,1654733311,1653666728,1708525204,0,-60,364.5,315,6743,"Santa Fe, NM",c(-105.93431, 35.55302)
147901,1654280906,1653667239,1708525101,0,-78,83.17,670,19,"Riverside-San Bernardino-Ontario, CA",c(-116.187065, 33.732727)
147907,1656093262,1653667407,1708525133,0,-47,364.5,283,7164,"Santa Fe, NM",c(-105.92437, 35.640785)
147905,1655695708,1653667388,1708525138,0,-69,149.32,251,96,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.00734, 37.36117)
147921,1655429459,1653669433,1708525120,0,-74,366.98,295,1158,"Sacramento-Roseville-Folsom, CA",c(-121.08737, 38.868004)
147935,1661107458,1653669478,1708525214,0,-68,303.95,309,22,"Sacramento-Roseville-Folsom, CA",c(-121.458405, 38.417324)
147989,1665611204,1653677291,1708525126,0,-67,16.7,574,6989,"Flagstaff, AZ",c(-112.10702, 36.060455)
148013,1666140449,1653677325,1708525202,0,-77,0.8,830,1122,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.157265, 36.484753)
148039,1656438423,1653677783,1708525174,0,-64,368.45,273,496,"Sacramento-Roseville-Folsom, CA",c(-121.17279, 38.788155)
148045,1654046610,1653687094,1708525122,0,-67,363.53,363,4669,"Salt Lake City-Murray, UT",c(-111.8304, 40.740265)
148067,1655493515,1654016567,1708525145,0,-59,605.2,285,78,"Bellingham, WA",c(-122.48925, 48.760754)
148071,1695745814,1654016605,1708525107,0,-69,77.58,1917,74,"Mount Vernon-Anacortes, WA",c(-122.56113, 48.46467)
148073,1654035010,1654017000,1708525175,0,-67,3.13,254,1006,"Los Angeles-Long Beach-Anaheim, CA",c(-118.77464, 34.047817)
148153,1702491680,1654030115,1708525181,0,-72,148.5,328,99,"Santa Maria-Santa Barbara, CA",c(-120.477264, 34.633694)
148157,1700256356,1654030119,1708525194,0,-89,1103.92,256,2184,"Santa Maria-Santa Barbara, CA",c(-119.67641, 34.94315)
148165,1687276508,1654030129,1708525197,0,-69,288.87,208,92,"Santa Maria-Santa Barbara, CA",c(-119.78079, 34.442898)
148191,1654618687,1654103770,1708525215,1,-55,22.53,252,507,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.993286, 37.23394)
148195,1659563597,1654104025,1708525124,0,-51,3.52,265,604,"San Francisco-Oakland-Fremont, CA",c(-122.1733, 37.86881)
148199,1656433432,1654104075,1708525157,0,-61,272.92,267,796,"Sacramento-Roseville-Folsom, CA",c(-121.12601, 38.89649)
148207,1654637236,1654107701,1708525119,0,-89,952.7,308,1773,"Abilene, TX",c(-99.83818, 32.425793)
148211,1660853934,1654107704,1708525145,0,-91,246.1,476,1776,"Abilene, TX",c(-99.83492, 32.41631)
148215,1655594707,1654113802,1708444193,0,-65,450.53,240,614,"San Francisco-Oakland-Fremont, CA",c(-122.24495, 37.868023)
148219,1656622059,1654113814,1708525155,0,-55,506.65,235,7713,"Fort Collins-Loveland, CO",c(-105.51247, 40.34663)
148217,1700249208,1654113809,1708525175,0,-73,30.5,1884,2141,"Santa Maria-Santa Barbara, CA",c(-119.691505, 34.94422)
148237,1702496534,1654113853,1708525144,0,-82,148.5,312,377,"Santa Maria-Santa Barbara, CA",c(-120.46477, 34.70939)
148243,1656874021,1654113874,1708525149,0,-72,11,359,326,"Chico, CA",c(-121.61856, 39.598553)
148257,1655161009,1654123859,1708525155,0,-62,488.48,382,622,"Sacramento-Roseville-Folsom, CA",c(-121.0761, 38.705387)
148291,1655865741,1654124072,1708525125,0,-71,154.12,661,2147,"San Francisco-Oakland-Fremont, CA",c(-122.32415, 37.420467)
148303,1658236783,1654124108,1708525122,0,-88,468.48,307,3230,"St. George, UT",c(-113.27033, 37.209553)
148483,1656983749,1654606759,1708525157,0,-57,1181.88,213,61,"San Francisco-Oakland-Fremont, CA",c(-121.97416, 37.55336)
148547,1661222610,1654638033,1708525121,0,-56,207.87,226,459,"Los Angeles-Long Beach-Anaheim, CA",c(-118.10508, 34.10441)
148585,1655170625,1654712980,1708525129,0,-64,1049.58,257,699,"San Francisco-Oakland-Fremont, CA",c(-122.062004, 37.722733)
